id;title;age_range;area;subarea;location;prep_min;duration_min;materials;short_goal;setup;adult_role;easier;harder;observe;montessori_link;personality_link;source_ids;source_urls;evidence_tags
A087;Számrudak otthoni lépcsője;3-4 év;Matematika;mennyiség, hossz;benti;10;20;különböző hosszú pálcák vagy duplo sorok;Hossz és mennyiség vizuális/taktilis tapasztalata.;Építsetek 1-10 hosszúságú lépcsőt duplóból vagy pálcákból.;Nem kell rögtön számjegy.;1-5 lépcső.;Számkártya párosítása.;Érti-e a növekedő hosszúságot.;Montessori number rods adaptáció.;Rend, sorozat, kompetencia.;"AMS_CORE; HOME_MATH";"https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC8634776/";"matematika; szenzoros"
A088;Fém betétek otthoni sablonnal;3-4 év;Finommotorika és írás;ceruzakontroll;benti;5;15;geometriai sablon, ceruza;Ceruzafogás, vonalkövetés, forma.;Rajzoljon körbe nagy sablont, majd színezze belül.;Ne javítsd a vonalat, a mozgásgyakorlás a lényeg.;Nagy kör sablon.;Több forma, párhuzamos vonalak.;Kitart-e, hogyan fogja a ceruzát.;Metal insets előkészítő íráshoz.;Türelem és koncentráció.;"AMS_CORE; MONTESSORI_ACADEMY";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf";"finommotorika; nyelv"
A089;Évszak/időjárás tábla;3-4 év;Kogníció és személyiség;rutin, környezet;benti;5;10;időjárás kártyák, naptárhely;Megfigyelés, napi rutin, önálló öltözés előkészítése.;Reggel nézzetek ki, válassza ki az időjáráskártyát.;Kapcsold valós döntéshez: kabát/póló.;Két opció: napos/esős.;Hőmérséklet, évszak, ruha párosítás.;Átviszi-e az öltözési döntésre.;Valós környezetből tanulás.;Autonómia, előrejelzés.;"LOVEVERY_OBSERVER; SELF_DRIVEN";"https://lovevery.com/products/the-play-kits-the-observer; local PDF uploaded in ChatGPT conversation";"személyiség; tudomány"
A090;Moduláris ház vagy babaház hétköznapi jelenetekkel;3-4 év;Személyiség és nyelv;narratíva, szerepjáték;benti;5;20;egyszerű ház, figurák;Napi élmények feldolgozása és történetalkotás.;Játsszátok el a bölcsi/park/orvos jelenetet, de ő vezessen.;Ne kérdezz túl sokat, inkább kövesd a narratívát.;Két figura.;Több szoba, konfliktus-megoldás történetben.;Feldolgoz-e friss élményeket.;Meaningful contexts, érdeklődés.;Érzelmi feldolgozás, nézőpontváltás.;"LOVEVERY_OBSERVER; PARENTING_META";"https://lovevery.com/products/the-play-kits-the-observer; https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1003602";"személyiség; nyelv"
A091;Durva-sima tapintó párok;3-4 év;Szenzoros;tapintás, párosítás;benti;5;15;textúrapárok zsákban;Tapintási diszkrimináció, szókincs.;Tegyél párokat zsákba, tapintással keresi a párt.;Előbb nyitott szemmel tapintás.;Két pár.;Csukott szem, finomabb különbségek.;Megnevezi-e: sima, érdes, puha.;Sensorial tactile materials adaptáció.;Figyelem és önellenőrzés.;"AMS_CORE; MONTESSORI_ACADEMY";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf";"szenzoros; nyelv"
A092;Csendjáték otthoni verzió;3-4 év;Végrehajtó funkciók;gátlás, figyelem;benti;1;5;csengő vagy homokóra;Impulzuskontroll és belső figyelem.;Röviden üljetek csendben, hallgassátok a lakás hangjait 20-30 mp-ig.;Nagyon rövid legyen, sikerélményre zárd.;10 mp hallgatás.;Csengő hangjának lecsengéséig figyelés.;Képes-e kivárni, megnevez-e hangot.;Montessori silence game.;Önszabályozás játékos formában.;"AMS_CORE; DIAMOND_EF";"https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://www.annualreviews.org/content/journals/10.1146/annurev-psych-113011-143750";"EF; személyiség"
A093;Virágrendezés kis vázába;3-4 év;Gyakorlati élet;esztétika, gondoskodás;benti/kinti;5;15;kis váza, virág, olló felügyelettel;Gondoskodás, sorrend, esztétikai érzék.;Válasszon virágot, töltsön kevés vizet, tegye vázába.;Valódi cél: asztalra kerül.;Előre vágott virág.;Szár rövidítése, több váza.;Figyel-e a mennyiségre, óvatos-e.;Care of environment, beauty and order.;Felelősség, önértékelés.;"AMS_CORE; LILLARD_PRIMARY";"https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://montessori-science.org/Lillard_montessori_primary_classroom_survey_AMI_AMS_teacher_trainers.pdf";"practical_life; személyiség"
A094;Első lineáris társas 1-10;3-4 év;Matematika;számvonal, számosság;benti;5;15;1-10 pálya, dobókocka;Számvonalas gondolkodás, léptetés, várakozás.;Egyenes pályán haladjatok, minden mező számozott.;Kevés szabály, rövid játék.;1-5 pálya.;1-20 pálya, visszalépés nincs még.;Összekapcsolja-e a számot és távolságot.;Konkrét mennyiség és tér.;Szabálykövetés, turn-taking.;"HOME_MATH; GUIDED_PLAY_META";"https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/cdev.13730; https://pmc.ncbi.nlm.nih.gov/articles/PMC8634776/";"matematika; EF"
A095;Kis kísérlet: süllyed vagy lebeg;3-4 év;Tudomány;predikció, megfigyelés;benti/kinti;5;20;víztál, nagy tárgyak;Megfigyelés, jóslás, ok-okozati gondolkodás.;"Két tárggyal kezdj: egy lebeg, egy süllyed; kérdés: „mit gondolsz?”";"Ne magyarázd túl; a megfigyelés a fő.";Csak bemutatás.;Táblázat rajzzal: lebeg/süllyed.;Jósol-e, módosítja-e véleményét.;Konkrét tapasztalatból absztrakció.;Kíváncsiság, hibázás elfogadása.;"GUIDED_PLAY_META; MONTESSORI_ACADEMY";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/cdev.13730";"tudomány; kogníció"
A096;Barátságos konfliktus-jelenetek bábokkal;3-4 év;Személyiség;társas készség;benti;3;15;2 bábu/figura;Konfliktusnyelv, empátia, megoldáskeresés.;Játssz el egyszerű helyzetet: két bábu ugyanazt a labdát kéri.;Kérdezd: „mit mondhatna?” ne mondd meg rögtön.;Egy megoldás modellezése.;Több opció: vár, kér, cserél.;Használ-e udvarias kérést, empátiát.;Grace and courtesy.;Társas problémamegoldás.;"PARENTING_META; LOVEVERY_OBSERVER";"https://lovevery.com/products/the-play-kits-the-observer; https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1003602";"személyiség; nyelv"
A097;Mikroszkóp/nagyító természetkosárral;4-5 év;Tudomány;megfigyelés, figyelem;benti/kinti;5;20;nagyító vagy gyerekmikroszkóp, levelek;Részletek megfigyelése, tudományos kíváncsiság.;"Gyűjtsetek levelet, tollat, textilt; nagyítóval nézzétek.";"Rajzoljon is, ha szeretne; ne legyen kötelező.";Nagyító.;Egyszerű megfigyelő lap rajzzal.;Milyen részleteket vesz észre.;Sensorial és culture/science.;Kíváncsiság, fókusz.;"LOVEVERY_CONNECTOR; MONTESSORI_ACADEMY";"https://lovevery.com/products/the-play-kits-the-connector; https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/";"tudomány; szenzoros"
A098;Moduláris út/város építés;4-5 év;Téri gondolkodás;tervezés, útvonal;benti;5;30;fa út elemek, kockák, figurák;Téri tervezés, rugalmasság, történet.;Építsetek várost, ahol az utaknak össze kell érniük.;Kérdezz finoman: „hogyan jut el ide?”;Szabad építés.;Feladat: híd, zsákutca, kerülőút.;Tervez-e előre, javít-e útvonalat.;Kézzel végzett téri konstrukció.;Rugalmas gondolkodás és közös tervezés.;"LOVEVERY_CONNECTOR; SPATIAL_META";"https://lovevery.com/products/the-play-kits-the-connector; https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2020.01938/full";"téri; EF"
A099;Napi segítőtábla;4-5 év;Személyiség és practical life;felelősség, autonómia;benti;10;10;segítőtábla, mágnes/kártyák;Felelősségvállalás és családi munkamegosztás.;Válasszon napi 1-2 valós feladatot: terítés, növény, zoknik.;"Ne jutalomért; a családhoz tartozás miatt.";Egy feladat.;Heti forgó rendszer.;Emlékszik-e, büszke-e, kéri-e.;Practical life valós cél.;Autonómia, felelősség, identitás.;"LOVEVERY_CONNECTOR; SELF_DRIVEN; AMS_CORE";"https://lovevery.com/products/the-play-kits-the-connector; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; local PDF uploaded in ChatGPT conversation";"személyiség; practical_life"
A100;Rímvadászat könyvből;4-5 év;Nyelv;fonológiai tudatosság;benti;1;10;rímes könyv;Hangjáték, olvasás előkészítése.;Olvasás közben állj meg: „cica-rica, hallod?”;Ne direkt teszt, legyen vicces.;Te mondod a rímpárokat.;Ő keres új rímet, akár értelmetlent.;Élvezi-e a hangjátékot, alkot-e rímet.;Nyelvi érzékeny periódus otthoni támogatása.;Játékos kompetencia.;BOOK_READING_META;https://www.mpi.nl/publications/item3165681/impact-shared-book-reading-childrens-language-skills-meta-analysis;nyelv
A101;Szótagtapsolás nevekben;4-5 év;Nyelv és mozgás;ritmus, fonológia;benti/kinti;0;5;nincs eszköz;Szótagolás testmozgással.;Tapsoljátok a családtagok nevét: Lin-da, Fló-ra.;Mozgással legyen játékos, nem feladatlap.;Két rövid név.;Hosszabb szavak, ugrással.;Érzi-e a ritmust, bontja-e szavakat.;Mozgás és nyelv kapcsolata.;Örömteli nyelvi játék.;"BOOK_READING_META; MOVEMENT_META";"https://www.mpi.nl/publications/item3165681/impact-shared-book-reading-childrens-language-skills-meta-analysis; https://pmc.ncbi.nlm.nih.gov/articles/PMC5745693/";"nyelv; mozgás"
A102;Aranygyöngyök otthoni tízesrendszer;4-5 év;Matematika;tízesrendszer;benti;10;20;10-es kötegek pálcából, egységek;Tízesrendszer konkrét tapasztalata.;Készítsetek 10 egységből egy tízest, majd 10 tízesből százast képen.;"Csak ha érdekli a számolás; nem kell siettetni.";1-10 egységek.;Tízesek összehasonlítása, bankjáték.;Érti-e az egység-tízes különbséget.;Montessori decimal system adaptáció.;Komplex fogalom konkrét eszközzel.;"AMS_CORE; MONTESSORI_ACADEMY; HOME_MATH";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC8634776/";matematika
A103;Kis bolt szerepjáték valódi mennyiségekkel;4-5 év;Matematika és személyiség;számolás, szerep;benti;5;30;játékpénz, gyümölcsök, kosár;Számolás, társas szerep, kommunikáció.;Rendezzetek boltot 1-5 forintos árakkal, kevés tárggyal.;A számolás valós célhoz kapcsolódjon.;Ár nélkül csere.;Árak, lista, visszajáró nélkül.;Számol-e tárgyakat, használ-e udvariasságot.;Meaningful math context.;Szerep, együttműködés, önbizalom.;"HOME_MATH; GUIDED_PLAY_META";"https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/cdev.13730; https://pmc.ncbi.nlm.nih.gov/articles/PMC8634776/";"matematika; személyiség"
A104;Szekvencia-kártyák történetmeséléssel;4-5 év;Nyelv és EF;sorrend, narratíva;benti;5;15;3-5 képes történetkártya;Narratíva, időrend, munkamemória.;Rakjatok sorba képeket: eleje-közepe-vége, majd mesélje el.;"Ne javíts túl gyorsan; kérdezz: „mi történt előtte?”";3 kép.;5-6 kép, saját rajz.;Időrendet tart-e, ok-okozatot mond-e.;Rend és jelentésteli kontextus.;Saját élmények szervezése.;"BOOK_READING_META; DIAMOND_EF";"https://www.annualreviews.org/content/journals/10.1146/annurev-psych-113011-143750; https://www.mpi.nl/publications/item3165681/impact-shared-book-reading-childrens-language-skills-meta-analysis";"nyelv; EF"
A105;Térkép a lakásban kincskereséssel;4-5 év;Téri gondolkodás;szimbólum, útvonal;benti;5;20;egyszerű rajzolt térkép;Téri reprezentáció és tervezés.;Rajzolj egyszerű lakástérképet, jelölj X-et, keresse meg a tárgyat.;Először te is menj vele, és hangosan kapcsold össze a térképet a térrel.;Egy szoba térképe, egy jól látható X.;Két szoba, útvonal rajzolása.;Összekapcsolja-e a térképet a valós térrel.;Konkrét és absztrakt közötti híd.;Önálló keresés, problémamegoldás.;"SPATIAL_META; GUIDED_PLAY_META";"https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/cdev.13730; https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2020.01938/full";"téri; EF"
A106;Színárnyalat-sorbarendezés;4-5 év;Szenzoros;árnyalat, fokozat;benti;5;15;színárnyalat kártyák;Finom vizuális diszkrimináció és sorrend.;Egy szín 5-7 árnyalatát rendezitek világostól sötétig.;Nevezd: világosabb/sötétebb.;3 árnyalat.;Több árnyalat, másik szín.;Észreveszi-e finom különbségeket.;Montessori color tablets továbbgondolása.;Koncentráció, önellenőrzés.;"AMS_CORE; MONTESSORI_ACADEMY";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf";szenzoros
A107;Öltöztető keretek otthoni ruhán;4-5 év;Gyakorlati élet;önellátás;benti;2;15;zipzár, gomb, patentos ruha;Önálló öltözés és finommotorika.;Külön ruhadarabon gyakoroljatok, nem indulás előtti stresszben.;A stresszmentes gyakorlás fontosabb, mint a gyorsaság.;Könnyű zipzár.;Gombolás, masni előkészítés.;Frusztrálódik-e, kér-e segítséget.;Dressing frames valós ruhán.;Önállóság és kontrollérzés.;"AMS_CORE; LILLARD_PRIMARY";"https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://montessori-science.org/Lillard_montessori_primary_classroom_survey_AMI_AMS_teacher_trainers.pdf";"practical_life; személyiség"
A108;Érzelmi hőmérő 3 fokozattal;4-5 év;Személyiség;önszabályozás;benti;5;10;rajzolt hőmérő, 3 szín;Érzelmi intenzitás felismerése és megnevezése.;Rajzoljatok 1-2-3 fokozatot: kicsit mérges, nagyon mérges.;Nyugodt időben tanítsd, nem krízis közepén.;Csak arcok megnevezése.;Megoldásválasztó: ölelés, szünet, víz.;Tud-e skálázni, kér-e stratégiát.;Érzelmi nyelv és önszabályozás.;Saját állapot felismerése.;"PARENTING_META; DIAMOND_EF";"https://www.annualreviews.org/content/journals/10.1146/annurev-psych-113011-143750; https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1003602";"személyiség; EF"
A109;Saját projekt: mini kert megtervezése;5-6 év;Tudomány és EF;tervezés, gondozás;kinti/benti;15;30;cserép, föld, mag, rajzlap;Hosszabb projekt, felelősség, megfigyelés.;Válasszon magot, rajzoljon tervet, ültessen, hetente figyelje.;"Ne te vidd végig helyette; legyen saját feladata.";Csak ültetés.;Megfigyelési napló rajzzal/dátummal.;Emlékszik-e gondozni, megfigyel-e változást.;Practical life + culture/science.;Felelősség, kitartás, identitás.;"AMS_CORE; MONTESSORI_ACADEMY; DIAMOND_EF";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://www.annualreviews.org/content/journals/10.1146/annurev-psych-113011-143750";"tudomány; EF"
A110;Mozgatható ábécé otthoni szóképzés;5-6 év;Nyelv;írás, hanganalízis;benti;5;20;betűkártyák/mágnesbetűk;Hangokból szavak építése íráskényszer nélkül.;Ismert tárgyak neveit rakja ki: nap, fa, mama, labda.;Ne helyesírás legyen az első cél, hanem hangokra bontás.;Két-három hangos szavak.;Saját üzenet/kis könyv készítés.;Hallja-e a hangsort, javít-e magától.;Moveable alphabet elve.;Önkifejezés, kompetencia.;"AMS_CORE; MONTESSORI_ACADEMY; BOOK_READING_META";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://www.mpi.nl/publications/item3165681/impact-shared-book-reading-childrens-language-skills-meta-analysis";nyelv
A111;Számvonalas ugrálás 0-20;5-6 év;Matematika és mozgás;számvonal, műveletek;benti/kinti;10;20;padlószalag, számkártyák;Számvonal, összeadás-kivonás testtel.;Rakjatok 0-20 számvonalat, ugráljon +2, -1 lépéseket.;Először csak előre számlálás.;0-10.;Egyszerű összeadás-kivonás történettel.;Érti-e a lépésirányt, mennyiséget.;Konkréttól absztrakt felé, mozgással.;Önbizalom, játékos matek.;"HOME_MATH; MOVEMENT_META";"https://pmc.ncbi.nlm.nih.gov/articles/PMC8634776/; https://pmc.ncbi.nlm.nih.gov/articles/PMC5745693/";"matematika; nagymozgás"
A112;Térképkészítés útvonallal;5-6 év;Téri gondolkodás;szimbólum, perspektíva;benti/kinti;5;25;papír, ceruza;Térképi reprezentáció, perspektívaváltás.;Rajzolja le a szobát/udvart, majd jelölje az útvonalat.;Nem a pontosság, hanem a reprezentáció a lényeg.;Egy szoba.;Kincskeresés másnak adott térképpel.;Más el tud-e igazodni a térképe alapján.;Geography és téri absztrakció.;Másik nézőpont figyelembevétele.;"SPATIAL_META; MONTESSORI_ACADEMY";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2020.01938/full";"téri; személyiség"
A113;Egyszerű recept önálló sorrenddel;5-6 év;Gyakorlati élet és EF;sorrend, mérés;benti;15;30;képes recept, alapanyagok;Tervezés, mérés, sorrendkövetés.;Képes recept alapján készítsen egyszerű ételt: joghurtos gyümölcs, muffin.;Te vagy a biztonsági háttér, ő pipálja a lépéseket.;3 lépés.;Mérés kanállal/pohárral, időzítő.;Követi-e a sorrendet, ellenőrzi-e magát.;Food preparation és önállóság.;Kompetencia, családi hozzájárulás.;"AMS_CORE; DIAMOND_EF";"https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://www.annualreviews.org/content/journals/10.1146/annurev-psych-113011-143750";"practical_life; EF"
A114;Társasjáték stratégiai beszélgetéssel;5-6 év;Végrehajtó funkciók;tervezés, szabály;benti;2;20;egyszerű stratégiai társas;Szabálykövetés, tervezés, frusztrációkezelés.;Játsszatok rövid társast, beszéljétek meg: „mi a terved?”;Ne a győzelem legyen a fő fókusz, hanem a stratégia.;Nagyon rövid játék.;Kétlépéses terv, alternatívák.;Elviseli-e a vesztést, tud-e várni.;Peer learning/társas szabályok.;Önszabályozás, perspektíva.;"DIAMOND_EF; GUIDED_PLAY_META";"https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/cdev.13730; https://www.annualreviews.org/content/journals/10.1146/annurev-psych-113011-143750";"EF; személyiség"
A115;Aranygyöngy bankjáték otthoni verzió;5-6 év;Matematika;tízesrendszer, műveletek;benti;15;25;egység gyöngyök/pálcák, tízes kötegek, százlap képe;Műveletek konkrét tízesrendszerrel.;"Legyen bank: egységek, tízesek, százasok; cseréljetek 10 egységet 1 tízesre.";Csak ha stabil az 1-10 és érdeklődik.;Cserejáték 10-ig.;Kétjegyű szám kirakása.;Érti-e a csere logikáját.;Montessori decimal system.;Komplex gondolkodás konkrét anyaggal.;"AMS_CORE; MONTESSORI_ACADEMY; HOME_MATH";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC8634776/";matematika
A116;Fonás vagy varráskártya;5-6 év;Finommotorika;szekvencia, kéz;benti;5;20;varráskártya, vastag fonal;Finommozgás, sorrendiség, kitartás.;Nagy lyukú kártyával és merev végű fonallal dolgozzon.;Először csak fel-le sorrend, kevés lyuk.;5 lyuk.;Minta, színváltás, egyszerű gombvarrás.;Követi-e a mintát, javít-e.;Practical life/sewing sequence.;Kitartás, büszkeség a produktumra.;"AMS_CORE; LILLARD_PRIMARY";"https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://montessori-science.org/Lillard_montessori_primary_classroom_survey_AMI_AMS_teacher_trainers.pdf";"finommotorika; EF"
A117;Kis kutatófüzet: kérdés-rajz-válasz;5-6 év;Tudomány és nyelv;kérdezés, dokumentálás;benti/kinti;5;20;füzet, ceruza;Kérdésfeltevés, megfigyelés, dokumentálás.;Válasszon kérdést: „Miért úszik?”, rajzoljon megfigyelést, mondjon választ.;A válasz lehet gyermeki hipotézis, nem kell tankönyvi.;Csak rajz.;Dátum, új megfigyelés, összehasonlítás.;Kérdez-e, módosít-e választ.;Culture/science, önálló kutatás.;Kíváncsiság és gondolkodói identitás.;"GUIDED_PLAY_META; MONTESSORI_ACADEMY";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/cdev.13730";"tudomány; nyelv"
A118;Naptár és idő: ma-holnap-tegnap;5-6 év;Kogníció és EF;idő, tervezés;benti;5;5;heti naptár, eseménykártyák;Időfogalom, előre tervezés, emlékezet.;Heti naptárra tegyétek fel az ovi, torna, családi programokat.;Napi 1 perc elég, ne legyen adminisztráció.;Ma-holnap két kártya.;Heti visszatekintés: mi volt tegnap?;Használja-e az időszavakat.;Rend és környezeti támasz.;Kontrollérzés, tervezhetőség.;"DIAMOND_EF; SELF_DRIVEN";"local PDF uploaded in ChatGPT conversation; https://www.annualreviews.org/content/journals/10.1146/annurev-psych-113011-143750";"EF; személyiség"
A119;Békés probléma-megoldó lépések kártyával;5-6 év;Személyiség;konfliktus, önszabályozás;benti;5;10;3 lépéses kártya: állj meg, mondd el, keress megoldást;Konfliktuskezelés és verbális önkifejezés.;Nyugodt időben gyakoroljátok bábokkal, majd éles helyzetben emlékeztetőként használjátok.;Ne prédikáció, hanem közös nyelv legyen.;Egy mondat: „kérem vissza”.;Több megoldás mérlegelése.;Használja-e felnőtt nélkül részben.;Grace and courtesy, peace education.;Önkontroll, empátia.;"PARENTING_META; AMS_CORE";"https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1003602";"személyiség; EF"
A120;Saját könyv készítése;5-6 év;Nyelv és személyiség;narratíva, alkotás;benti;5;30;összetűzött lapok, ceruza;Történetalkotás, identitás, finommotorika.;Készítsen 4 oldalas könyvet: cím, szereplő, probléma, megoldás.;"Diktálhatja neked a szöveget; nem kell önállóan írnia.";Csak rajzos könyv.;Ő ír néhány szót mozgatható betűvel vagy másolással.;Van-e eleje-közepe-vége, büszke-e rá.;Önkifejezés értelmes kontextusban.;Énkompetencia és kreatív identitás.;"BOOK_READING_META; GUIDED_PLAY_META";"https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/cdev.13730; https://www.mpi.nl/publications/item3165681/impact-shared-book-reading-childrens-language-skills-meta-analysis";"nyelv; személyiség"
A121;Hengerblokk otthoni verzió lyukas formákkal;3-4 év;Szenzoros;vizuális diszkrimináció;benti;10;15;különböző átmérőjű dugók és lyukak;Finom méretkülönbségek és szem-kéz koordináció.;"Készíts 4-5 különböző méretű dugó-lyuk párt; a cél az illesztés.";Csak méret változzon, ne szín/forma is.;3 méret.;Több méret, idő nélkül.;Észreveszi-e a kis méretkülönbségeket.;Cylinder blocks otthoni elve.;Koncentráció, önellenőrzés.;"MONTESSORI_ACADEMY; LILLARD_PRIMARY";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://montessori-science.org/Lillard_montessori_primary_classroom_survey_AMI_AMS_teacher_trainers.pdf";"szenzoros; finommotorika"
A122;Hangdobozok otthoni párosítása;4-5 év;Szenzoros;auditív diszkrimináció;benti;10;15;páros kis dobozok rizzsel/babbal/kaviccsal;Hallási figyelem és párosítás.;Készíts 3 pár hangdobozkát, kívül egyformák legyenek.;Előbb nyitott szemmel rázza, majd párosítson.;2 pár.;4-5 pár, halkabb különbségek.;Figyeli-e a hang intenzitását/minőségét.;Montessori sound boxes adaptáció.;Figyelem, önellenőrzés.;"AMS_CORE; MONTESSORI_ACADEMY";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf";"szenzoros; EF"
A123;Szagló üvegek otthoni verzió;4-5 év;Szenzoros;szaglás, nyelv;benti;10;10;kis tégelyek citrom, fahéj, kávé illattal;Szaglási diszkrimináció és szókincs.;Készíts 3 illatpárt vagy 3 külön illatot, beszéljetek róla.;"Allergia/irritáció kerülendő; tartsd röviden.";2 illat.;Párosítás csukott szemmel.;Megnevez-e illatot, párosít-e.;Montessori smelling bottles.;Érzékszervi tudatosság.;"AMS_CORE; MONTESSORI_ACADEMY";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf";"szenzoros; nyelv"
A124;Durva finom súly: baric táblák otthon;5-6 év;Szenzoros;súly, összehasonlítás;benti;5;15;azonos méretű eltérő súlyú tárgyak;Súlykülönbség, összehasonlítás, becslés.;"Adj azonos méretű, eltérő súlyú tárgyakat; rendezzétek könnyűtől nehézig.";Biztonságos, nem törékeny tárgyak.;2 tárgy.;5 tárgy, becslés mérleg előtt.;Érzi-e kézben a különbséget.;Sensorial isolation of weight.;Finom figyelem, hipotézis.;"AMS_CORE; MONTESSORI_ACADEMY";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf";"szenzoros; tudomány"
A125;Homokpapír számok tapintása;3-4 év;Matematika;számjegy, tapintás;benti;5;15;textúrás számkártyák 1-5;Számjegyforma és tapintás összekapcsolása.;Két ujjal kövesse a számot, közben mondd a számot és rakjatok mellé mennyiséget.;"Ne számjegytanulás legyen önmagában; mindig mennyiséggel.";1-3 szám.;1-10, tárgyakkal párosítás.;Követi-e az irányt, kapcsolja-e mennyiséghez.;Sandpaper numerals elve.;Koncentráció, kompetencia.;"AMS_CORE; MONTESSORI_ACADEMY; HOME_MATH";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC8634776/";"matematika; szenzoros"
A126;Orsós doboz otthoni verzió;4-5 év;Matematika;nulla, számosság;benti;10;15;doboz rekeszekkel 0-5, pálcikák;Számosság és nulla fogalma.;"Rekeszek 0-5-ig, a megfelelő számú pálcikát teszi bele; 0 üres marad.";Csak 0-3-mal kezdd.;0-3.;0-10, önellenőrző számolás.;Érti-e, hogy a nulla üres.;Spindle box adaptáció.;Absztrakció konkrét anyagon.;"AMS_CORE; MONTESSORI_ACADEMY; HOME_MATH";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC8634776/";matematika
A127;Csendes könyvkészítés érzelem témában;4-5 év;Személyiség és nyelv;érzelem, narratíva;benti;5;20;papír, érzelemarcok;Érzelmi szókincs és történetbe rendezés.;Készítsetek kis könyvet: „amikor mérges vagyok… segít…”;Ne csak negatív érzelmek: öröm, büszkeség is legyen.;Két oldal.;Saját megoldás-stratégiák rajzzal.;Tud-e stratégiát választani.;Érdeklődésből fakadó önkifejezés.;Önreflexió, érzelemszabályozás.;"PARENTING_META; DIAMOND_EF";"https://www.annualreviews.org/content/journals/10.1146/annurev-psych-113011-143750; https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1003602";"személyiség; nyelv"
